Ticket	Open Time	Type	Size	Item	Price	S / L	T / P	Close Time	Price	Commission	Taxes	Swap	Profit
3836775	2012.11.19 04:50	sell	1	usdjpypro	81.166	81.235	81.156	2012.11.19 04:52	81.193	-8	0	0	-2 700
3836706	2012.11.19 04:27	buy	0.5	usdjpypro	81.164	80.83	0	2012.11.19 04:34	81.165	-4	0	0	50
3836664	2012.11.19 04:10	sell	0.5	eurusdpro	1.27652	1.27805	1.271	2012.11.19 08:28	1.27623	-4	0	0	1 178
3836643	2012.11.19 03:54	buy	0.5	usdjpypro	81.244	80.83	81.456	2012.11.19 07:58	81.283	-4	0	0	1 950
3836612	2012.11.19 03:50	sell	0.5	eurusdpro	1.27638	1.27805	1.271	2012.11.19 08:01	1.27627	-4	0	0	447
3836572	2012.11.19 03:26	sell	0.5	eurusdpro	1.27704	1.2805	1.27672	2012.11.19 03:30	1.27672	-4	0	0	1 300
3836524	2012.11.19 03:04	sell	0.5	eurusdpro	1.27672	1.2805	1.27672	2012.11.19 03:30	1.27672	-4	0	0	0
3833652	2012.11.16 14:21	buy	0.5	usdjpypro	81.166	0	81.186	2012.11.16 14:25	81.186	-4	0	0	1 000
3832532	2012.11.16 08:53	sell	0.5	usdjpypro	80.997	81.08	80.886	2012.11.16 09:16	80.99	-4	0	0	350
3832463	2012.11.16 08:33	buy	1	usdjpypro	80.967	80.868	81.567	2012.11.16 08:50	81.001	-8	0	0	3 400
3832236	2012.11.16 07:42	buy	0.5	usdjpypro	81.136	0	0	2012.11.16 07:47	81.094	-4	0	0	-2 100
3832210	2012.11.16 07:37	sell	0.5	usdjpypro	81.119	81.219	81.019	2012.11.16 08:15	81.019	-4	0	0	5 000
3829832	2012.11.15 14:55	sell	0.5	usdjpypro	81.225	81.235	80.8	2012.11.15 18:56	81.235	-4	0	0	-500
3829494	2012.11.15 14:55	sell	0.5	usdjpypro	81.225	81.27	80.125	2012.11.15 15:45	81.145	-4	0	0	4 000
3829428	2012.11.15 14:41	sell	0.5	usdjpypro	81.259	81.305	81.2	2012.11.15 14:47	81.305	-4	0	0	-2 300
3829283	2012.11.15 14:05	sell	1	usdjpypro	81.335	81.305	81.2	2012.11.15 14:47	81.305	-8	0	0	3 000
3829265	2012.11.15 13:59	buy	0.5	usdjpypro	81.379	81	81.4	2012.11.15 14:04	81.343	-4	0	0	-1 800
3829263	2012.11.15 13:58	sell	0.5	usdjpypro	81.377	0	0	2012.11.15 14:03	81.369	-4	0	0	400
3829114	2012.11.15 13:32	sell	0.5	usdjpypro	81.284	81.37	0	2012.11.15 13:35	81.325	-4	0	0	-2 050
3828927	2012.11.15 12:54	buy	0.5	usdjpypro	81.236	81.266	82.336	2012.11.15 13:30	81.266	-4	0	0	1 500
3828925	2012.11.15 12:52	sell	0.5	usdjpypro	81.227	0	0	2012.11.15 12:58	81.226	-4	0	0	50
3828885	2012.11.15 12:34	buy	0.5	usdjpypro	81.276	81.17	81.3	2012.11.15 12:52	81.225	-4	0	0	-2 550
3825189	2012.11.14 17:15	sell	1	usdjpypro	80.164	0	80.144	2012.11.14 17:25	80.197	-8	0	0	-3 300
3824936	2012.11.14 16:07	buy	0.5	eurjpypro	102.182	102.189	102.382	2012.11.14 16:34	102.189	-4	0	0	350
3824267	2012.11.14 13:49	buy	0.5	usdjpypro	80.276	80.1	80.3	2012.11.14 14:27	80.3	-4	0	0	1 200
3811148	2012.11.09 16:42	buy	5	usdjpypro	79.47	79.47	79.5	2012.11.09 16:47	79.47	-40	0	0	0
3811060	2012.11.09 15:57	buy	5	usdjpypro	79.511	79.43	79.515	2012.11.09 16:21	79.449	-40	0	0	-31 000
3811029	2012.11.09 15:48	buy	5	usdjpypro	79.499	79.4	79.52	2012.11.09 15:52	79.52	-40	0	0	10 500
3810987	2012.11.09 15:34	buy	5	usdjpypro	79.422	79.43	79.56	2012.11.09 15:39	79.43	-40	0	0	4 000
3810966	2012.11.09 15:28	buy	5	usdjpypro	79.421	79.421	0	2012.11.09 15:31	79.421	-40	0	0	0
3810598	2012.11.09 13:37	buy	4	usdjpypro	79.264	79.13	0	2012.11.09 13:40	79.24	-32	0	0	-9 600
3810235	2012.11.09 12:31	sell	2	usdjpypro	79.086	79.27	79	2012.11.09 13:37	79.27	-16	0	0	-36 800
3809747	2012.11.09 10:37	sell	1	usdjpypro	79.277	79.251	78.9	2012.11.09 10:45	79.251	-8	0	0	2 600
3806489	2012.11.08 16:50	sell	1	usdjpypro	79.721	79.754	79.681	2012.11.08 16:54	79.754	-8	0	0	-3 300
3806346	2012.11.08 16:16	sell	1	usdjpypro	79.733	79.81	79.683	2012.11.08 16:18	79.707	-8	0	0	2 600
3804102	2012.11.08 09:20	buy	1	usdjpypro	79.925	79.891	79.945	2012.11.08 09:26	79.938	-8	0	0	1 300
3801319	2012.11.07 17:01	sell	1	usdjpypro	79.823	79.886	79.79	2012.11.07 17:06	79.79	-8	0	0	3 300
3800330	2012.11.07 13:43	sell	1	usdjpypro	79.946	80.016	79.861	2012.11.07 15:06	79.861	-8	0	0	8 500
3799900	2012.11.07 12:55	buy	1	usdjpypro	80.105	79.985	80.28	2012.11.07 13:43	79.985	-8	0	0	-12 000
3799251	2012.11.07 12:20	sell	1	usdjpypro	80.054	80.046	0	2012.11.07 12:22	80.046	-8	0	0	800
3799096	2012.11.07 12:12	sell	1	usdjpypro	80.043	80.038	0	2012.11.07 12:15	80.038	-8	0	0	500
3790845	2012.11.05 17:16	buy	0.5	usdjpypro	80.272	80.072	80.55	2012.11.06 04:28	80.072	-4	0	-75	-10 000
3779553	2012.11.01 11:29	buy	2	eurjpypro	103.659	103.66	0	2012.11.01 15:52	103.66	-16	0	0	200
3779390	2012.11.01 11:05	buy	2	eurjpypro	103.635	103.135	0	2012.11.01 11:05	103.637	-16	0	0	400
3778177	2012.11.01 06:15	buy	2	eurjpypro	103.782	103.277	0	2012.11.01 07:30	103.53	-16	0	0	-50 400
3775436	2012.10.31 10:30	buy	1	eurjpypro	103.817	103.404	0	2012.10.31 15:00	103.52	-8	0	0	-29 700
3765583	2012.10.26 15:01	sell	5	usdjpypro	79.545	79.565	79.525	2012.10.26 15:03	79.565	-40	0	0	-10 000
3765255	2012.10.26 14:01	sell	10	usdjpypro	79.497	0	0	2012.10.26 14:04	79.58	-80	0	0	-83 000
3765240	2012.10.26 14:00	sell	10	usdjpypro	79.547	79.574	79.54	2012.10.26 14:01	79.54	-80	0	0	7 000
3765213	2012.10.26 13:53	sell	10	usdjpypro	79.563	0	79.585	2012.10.26 13:55	79.646	-80	0	0	-83 000
3764891	2012.10.26 13:00	sell	5	usdjpypro	79.836	79.833	77	2012.10.26 13:15	79.833	-40	0	0	1 500
3764865	2012.10.26 12:55	sell	5	usdjpypro	79.88	79.837	79.8	2012.10.26 12:57	79.837	-40	0	0	21 500
3764857	2012.10.26 12:49	buy	5	usdjpypro	79.915	79.845	79.98	2012.10.26 12:56	79.845	-40	0	0	-35 000
3764604	2012.10.26 12:30	buy	5	usdjpypro	79.925	79.845	79.965	2012.10.26 12:46	79.944	-40	0	0	9 500
3764541	2012.10.26 12:24	sell	5	usdjpypro	79.87	79.89	79.8	2012.10.26 12:30	79.89	-40	0	0	-10 000
3764538	2012.10.26 12:03	buy	5	usdjpypro	79.91	79.889	79.93	2012.10.26 12:06	79.889	-40	0	0	-10 500
3764512	2012.10.26 11:45	buy	5	usdjpypro	79.845	79.854	79.893	2012.10.26 11:54	79.893	-40	0	0	24 000
3764487	2012.10.26 11:32	sell	5	usdjpypro	79.79	79.81	79.77	2012.10.26 11:33	79.81	-40	0	0	-10 000
3764477	2012.10.26 11:24	buy	5	usdjpypro	79.805	79.812	79.83	2012.10.26 11:26	79.83	-40	0	0	12 500
3764468	2012.10.26 11:11	sell	5	usdjpypro	79.81	79.796	79.67	2012.10.26 11:17	79.796	-40	0	0	7 000
3764394	2012.10.26 10:58	buy	5	usdjpypro	79.813	0	0	2012.10.26 11:00	79.823	-40	0	0	5 000
3764370	2012.10.26 10:51	sell	2	usdjpypro	79.733	79.833	79.69	2012.10.26 11:00	79.833	-16	0	0	-20 000
3763822	2012.10.26 09:37	buy	5	usdjpypro	79.99	79.83	80.1	2012.10.26 10:41	79.83	-40	0	0	-80 000
3763729	2012.10.26 09:08	buy	10	usdjpypro	79.99	0	80.005	2012.10.26 09:13	80.005	-80	0	0	15 000
3763273	2012.10.26 06:44	buy	2	usdjpypro	79.904	79.83	80.35	2012.10.26 10:41	79.83	-16	0	0	-14 800
3761358	2012.10.25 16:56	buy	3	usdjpypro	80.182	80.183	0	2012.10.25 17:04	80.183	-24	0	0	300
3761334	2012.10.25 16:39	buy	3	usdjpypro	80.127	80.13	80.197	2012.10.25 16:45	80.13	-24	0	0	900
3761223	2012.10.25 15:45	buy	3	usdjpypro	80.059	80.06	81	2012.10.25 16:05	80.06	-24	0	0	300
3760889	2012.10.25 14:50	buy	5	usdjpypro	80.167	80.171	80.3	2012.10.25 15:23	80.171	-40	0	0	2 000
3760579	2012.10.25 13:31	buy	5	usdjpypro	80.285	0	80.288	2012.10.25 13:34	80.288	-40	0	0	1 500
3760495	2012.10.25 12:56	buy	10	usdjpypro	80.193	0	80.203	2012.10.25 13:04	80.203	-80	0	0	10 000
3760052	2012.10.25 10:44	buy	10	usdjpypro	80.124	80.1	80.144	2012.10.25 11:00	80.1	-80	0	0	-24 000
3759824	2012.10.25 09:08	buy	10	usdjpypro	80.18	80.12	80.19	2012.10.25 09:50	80.12	-80	0	0	-60 000
3759426	2012.10.25 08:10	buy	10	usdjpypro	80.121	0	80.141	2012.10.25 08:14	80.141	-80	0	0	20 000
3759066	2012.10.25 07:04	buy	10	usdjpypro	80.116	0	80.13	2012.10.25 07:08	80.13	-80	0	0	14 000
3756860	2012.10.24 15:50	buy	10	usdjpypro	79.82	79.77	79.84	2012.10.24 16:34	79.84	-80	0	0	20 000
3755193	2012.10.24 08:52	sell	2	usdjpypro	79.767	79.817	79.725	2012.10.24 09:18	79.817	-16	0	0	-10 000
3754407	2012.10.24 08:00	sell	1	eurjpypro	103.35	103.491	0	2012.10.24 12:20	103.491	-8	0	0	-14 100
3751962	2012.10.23 14:37	buy	2	usdjpypro	79.815	79.765	79.865	2012.10.23 14:39	79.765	-16	0	0	-10 000
3751571	2012.10.23 13:36	buy	10	usdjpypro	79.84	0	79.86	2012.10.23 13:47	79.86	-80	0	0	20 000
3747440	2012.10.22 16:00	buy	0.5	eurjpypro	104.304	104.104	104.504	2012.10.22 23:42	104.504	-4	0	-45	10 000
3747310	2012.10.22 15:18	buy	2	usdjpypro	79.81	79.915	80	2012.10.22 22:23	79.915	-16	0	-300	21 000
3744086	2012.10.19 16:21	sell	1	eurjpypro	103.3	103.42	103.2	2012.10.19 18:55	103.2	-8	0	0	10 000
3744067	2012.10.19 16:09	sell	1	eurjpypro	103.242	103.229	103.142	2012.10.19 16:15	103.229	-8	0	0	1 300
3744040	2012.10.19 15:59	buy	1	eurjpypro	103.194	103.202	103.254	2012.10.19 16:00	103.202	-8	0	0	800
3743977	2012.10.19 15:49	sell	1	eurjpypro	103.296	103.267	103.196	2012.10.19 15:50	103.267	-8	0	0	2 900
3743336	2012.10.19 12:57	buy	1	eurjpypro	103.553	103.353	103.6	2012.10.19 14:13	103.353	-8	0	0	-20 000
3742922	2012.10.19 11:09	sell	1	eurjpypro	103.246	103.346	103.2	2012.10.19 11:15	103.2	-8	0	0	4 600
3742713	2012.10.19 09:53	buy	1	eurjpypro	103.436	103.336	103.8	2012.10.19 11:02	103.336	-8	0	0	-10 000
3742649	2012.10.19 09:16	buy	1	eurjpypro	103.608	103.47	103.708	2012.10.19 09:41	103.47	-8	0	0	-13 800
3737706	2012.10.18 04:11	buy	1	usdjpypro	79.12	79.839	80	2012.10.22 11:31	79.839	-8	0	-300	71 900
3737704	2012.10.18 04:09	buy	0.1	usdjpypro	79.12	78.62	80.12	2012.10.18 04:18	79.124	-1	0	0	40
3726728	2012.10.15 08:31	sell	1	eurjpypro	101.923	102.2	101.723	2012.10.15 12:30	102.2	-8	0	0	-27 700
3726057	2012.10.15 06:55	sell	1	usdjpypro	78.565	78.665	78.365	2012.10.15 07:30	78.625	-8	0	0	-6 000
3725741	2012.10.15 05:51	sell	1	usdjpypro	78.554	78.54	78.39	2012.10.15 06:43	78.54	-8	0	0	1 400
3722369	2012.10.12 07:38	sell	1	eurjpypro	101.74	101.64	101.54	2012.10.12 09:16	101.64	-8	0	0	10 000
3716567	2012.10.10 19:33	sell	1	eurjpypro	100.757	101.257	0	2012.10.11 10:51	101.257	-8	0	-540	-50 000
3711956	2012.10.09 19:00	sell	1	eurjpypro	100.749	101.128	0	2012.10.10 14:26	101.128	-8	0	-180	-37 900
3687826	2012.10.01 23:08	buy	2	eurjpypro	100.601	101.921	0	2012.10.05 03:44	101.921	-16	0	-900	264 000
3577305	2012.09.05 07:14	sell	2	eurjpypro	98.263	98.763	0	2012.09.05 12:06	98.763	-16	0	0	-100 000
3565055	2012.08.31 15:37	buy	2	eurjpypro	98.595	97.633	0	2012.08.31 16:00	98.489	-16	0	0	-21 200
3529734	2012.08.22 15:18	buy	1	eurjpypro	98.766	98.2	0	2012.08.24 11:23	98.2	-8	0	-360	-56 600
3528665	2012.08.22 13:48	buy	1	eurjpypro	98.777	98.65	98.78	2012.08.22 14:59	98.78	-8	0	0	300
3512297	2012.08.16 23:43	buy	1	eurjpypro	97.993	98.6	99.2	2012.08.22 11:21	98.6	-8	0	-270	60 700
3512296	2012.08.16 23:43	buy	1	eurjpypro	97.993	97.7	98.4	2012.08.21 07:29	98.4	-8	0	-180	40 700
3509471	2012.08.16 11:46	sell	1	eurjpypro	97.269	0	97.268	2012.08.16 11:47	97.3	-8	0	0	-3 100
3506675	2012.08.15 18:06	buy	1	eurjpypro	96.965	97.28	0	2012.08.16 11:44	97.28	-8	0	-270	31 500
3506674	2012.08.15 18:06	buy	1	eurjpypro	96.965	97.28	0	2012.08.16 11:44	97.28	-8	0	-270	31 500
3505651	2012.08.15 12:57	buy	1	eurjpypro	96.625	96.625	0	2012.08.15 12:58	96.625	-8	0	0	0
3505645	2012.08.15 12:56	sell	1	eurjpypro	96.582	0	96.609	2012.08.15 12:58	96.609	-8	0	0	-2 700
3505588	2012.08.15 12:49	buy	1	eurjpypro	96.676	96.676	0	2012.08.15 12:51	96.676	-8	0	0	0
3503572	2012.08.15 03:34	buy	1	eurjpypro	97.087	0	0	2012.08.15 12:45	96.6	-8	0	0	-48 700
3500960	2012.08.14 11:34	buy	1	eurjpypro	97.005	97.1	0	2012.08.15 02:17	97.1	-8	0	-90	9 500
3500959	2012.08.14 11:34	buy	1	eurjpypro	97.005	97.1	0	2012.08.15 02:17	97.1	-8	0	-90	9 500
3481915	2012.08.09 10:34	sell	1	eurjpypro	96.52	96.54	96.509	2012.08.09 10:35	96.54	-8	0	0	-2 000
3481839	2012.08.08 13:39	buy	1	eurjpypro	96.895	96.795	96.905	2012.08.08 13:44	96.795	-8	0	0	-10 000
3423501	2012.07.26 21:56	sell	1	eurjpypro	96	96.05	95.95	2012.07.26 21:59	96.05	-8	0	0	-5 000
3423497	2012.07.27 06:46	buy	1	eurjpypro	96.5	96.45	96.55	2012.07.27 06:47	96.45	-8	0	0	-5 000
3423118	2012.07.26 14:08	sell	1	eurjpypro	96.288	0	0	2012.07.26 14:08	96.345	-8	0	0	-5 700
3423053	2012.07.26 14:05	buy	1	eurjpypro	96.194	96.176	96.205	2012.07.26 14:05	96.205	-8	0	0	1 100
3423050	2012.07.26 14:05	buy	1	eurjpypro	96.187	96.175	96.198	2012.07.26 14:05	96.175	-8	0	0	-1 200
3423013	2012.07.26 14:02	buy	1	eurjpypro	96.187	96.175	96.198	2012.07.26 14:02	96.198	-8	0	0	1 100
3423001	2012.07.26 14:00	sell	1	eurjpypro	96.1	0	96.089	2012.07.26 14:00	96.089	-8	0	0	1 100
3422964	2012.07.26 13:55	buy	1	eurjpypro	96.253	96.193	96.264	2012.07.26 13:56	96.193	-8	0	0	-6 000
3422951	2012.07.26 13:53	buy	1	eurjpypro	96.189	96.148	96.2	2012.07.26 13:54	96.2	-8	0	0	1 100
3422914	2012.07.26 13:43	buy	1	eurjpypro	96.179	96.168	96.19	2012.07.26 13:43	96.168	-8	0	0	-1 100
3422907	2012.07.26 13:43	buy	1	eurjpypro	96.175	96.164	96.186	2012.07.26 13:43	96.164	-8	0	0	-1 100
3422906	2012.07.26 13:42	sell	1	eurjpypro	96.122	96.165	96.111	2012.07.26 13:42	96.163	-8	0	0	-4 100
3422891	2012.07.26 13:40	sell	1	eurjpypro	96.13	96.166	96.119	2012.07.26 13:40	96.166	-8	0	0	-3 600
3422837	2012.07.26 13:32	buy	1	eurjpypro	96.197	96.156	96.208	2012.07.26 13:33	96.208	-8	0	0	1 100
3422806	2012.07.26 13:26	sell	1	eurjpypro	96.11	96.136	96.099	2012.07.26 13:27	96.099	-8	0	0	1 100
3420197	2012.07.26 09:45	sell	1	eurjpypro	94.762	94.738	0	2012.07.26 10:05	94.738	-8	0	0	2 400
3419883	2012.07.26 08:09	sell	1	eurjpypro	94.787	94.78	0	2012.07.26 09:40	94.78	-8	0	0	700
3419254	2012.07.26 02:17	sell	1	eurjpypro	94.822	94.8	0	2012.07.26 04:34	94.8	-8	0	0	2 200
3418890	2012.07.25 23:22	sell	1	eurjpypro	94.871	94.87	0	2012.07.26 02:11	94.87	-8	0	0	100
3409187	2012.07.24 03:59	sell	1	eurjpypro	94.877	94.507	0	2012.07.25 07:00	94.507	-8	0	-180	37 000
3408446	2012.07.24 00:57	sell	1	eurjpypro	94.895	94.89	0	2012.07.24 03:58	94.89	-8	0	0	500
3401712	2012.07.20 19:19	sell	1	eurjpypro	95.445	94.878	0	2012.07.23 11:00	94.874	-8	0	-180	57 100
3401042	2012.07.20 14:45	sell	1	eurjpypro	95.44	95.444	0	2012.07.20 14:45	95.444	-8	0	0	-400
3398103	2012.07.20 03:54	sell	1	eurjpypro	96.417	95.822	0	2012.07.20 12:22	95.822	-8	0	0	59 500
3397779	2012.07.20 01:43	sell	1	eurjpypro	96.397	96.442	96.39	2012.07.20 03:39	96.442	-8	0	0	-4 500
3396273	2012.07.19 15:52	sell	1	eurjpypro	96.375	0	0	2012.07.19 22:55	96.593	-8	0	-180	-21 800
3396068	2012.07.19 14:54	sell	1	eurjpypro	96.403	96.362	96.343	2012.07.19 15:42	96.362	-8	0	0	4 100
3395938	2012.07.19 14:21	sell	1	eurjpypro	96.212	96.3	96.2	2012.07.19 14:26	96.2	-8	0	0	1 200
3392282	2012.07.19 00:56	sell	1	eurjpypro	96.659	96.644	0	2012.07.19 02:37	96.644	-8	0	0	1 500
3343941	2012.07.06 13:39	sell	1	eurjpypro	98.12	98.16	98.11	2012.07.06 13:41	98.16	-8	0	0	-4 000
3343924	2012.07.06 13:32	buy	1	eurjpypro	98.15	0	98.164	2012.07.06 13:32	98.164	-8	0	0	1 400
3343826	2012.07.06 13:20	buy	1	eurjpypro	98.2	98.1	98.2	2012.07.06 13:23	98.1	-8	0	0	-10 000
3343777	2012.07.06 13:23	sell	1	eurjpypro	98.1	0	98.08	2012.07.06 13:23	98.08	-8	0	0	2 000
3343380	2012.07.06 12:49	buy	1	eurjpypro	98.336	98	98.342	2012.07.06 13:37	98.148	-8	0	0	-18 800
3335914	2012.07.05 11:19	sell	1	eurjpypro	99.69	99.047	0	2012.07.05 12:41	99.047	-8	0	0	64 300
3335420	2012.07.05 10:02	sell	1	eurjpypro	99.74	99.613	0	2012.07.05 11:09	99.613	-8	0	0	12 700
